Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,PerformanceScore_enc
1349,2021-08-02,Accountant I,EW,Active,Full-Time,Zone B,Part-Time,Admin Offices,Safety,27-11-1949,MA,Female,White,Divorced,Fully Meets,3,2023-04-21,1,2,3,2022-11-26,Technical Skills,Internal,Incomplete,3,870.01,72,4
1350,2022-03-04,Accountant I,MSC,Active,Part-Time,Zone B,Temporary,Admin Offices,Field Operations,02-11-1968,MA,Female,Black,Divorced,Fully Meets,3,2023-03-05,3,4,5,2023-01-29,Leadership Development,Internal,Incomplete,2,610.06,54,4
1351,2021-03-28,Accountant I,TNS,Active,Contract,Zone C,Part-Time,Admin Offices,Field Operations,05-03-1998,MA,Male,White,Divorced,Fully Meets,3,2023-01-18,4,1,5,2022-12-20,Project Management,Internal,Passed,2,278.16,23,4
1352,2018-08-08,Sr. Network Engineer,PYZ,Active,Contract,Zone B,Full-Time,Admin Offices,Field Operations,18-06-1974,MA,Male,Other,Divorced,Fully Meets,3,2023-06-03,4,2,1,2022-11-01,Communication Skills,External,Completed,4,218.93,44,4
1353,2020-09-15,Sr. Network Engineer,WBL,Active,Part-Time,Zone A,Temporary,IT/IS,Field Operations,04-03-1946,MA,Male,White,Single,Fully Meets,3,2022-10-11,5,1,5,2022-12-16,Communication Skills,Internal,Incomplete,5,179.21,74,4
1355,2021-06-16,Administrative Assistant,SVG,Active,Full-Time,Zone B,Temporary,Admin Offices,General - Con,20-05-1945,MA,Female,Hispanic,Single,Fully Meets,3,2023-01-28,2,2,3,2023-03-13,Project Management,Internal,Completed,5,534.28,76,4
1356,2023-03-20,Accountant I,EW,Active,Part-Time,Zone A,Temporary,Admin Offices,Engineers,12-06-1988,MA,Female,Hispanic,Married,Fully Meets,3,2022-08-14,1,1,1,2023-04-06,Technical Skills,Internal,Incomplete,3,301.39,35,4
1357,2018-09-07,Accountant I,MSC,Active,Full-Time,Zone C,Temporary,Admin Offices,Engineers,04-07-1972,MA,Male,Black,Divorced,Fully Meets,3,2023-01-30,1,4,3,2023-05-26,Project Management,External,Incomplete,3,231.65,46,4
1358,2018-11-08,Accountant I,TNS,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,29-03-1996,MA,Male,Black,Married,Fully Meets,3,2023-02-25,1,2,5,2022-08-10,Communication Skills,Internal,Completed,2,994.81,22,4
1359,2019-01-26,Sr. Network Engineer,BPC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Catv,19-03-1998,MA,Male,Asian,Married,Fully Meets,3,2023-01-09,4,5,1,2023-02-14,Customer Service,External,Incomplete,4,729.91,21,4
1360,2021-08-30,Sr. Network Engineer,CCDR,Active,Contract,Zone B,Full-Time,IT/IS,Field Operations,25-09-1964,MA,Male,Asian,Divorced,PIP,3,2023-03-31,5,2,1,2022-09-20,Leadership Development,Internal,Passed,2,538.02,57,1
1362,2019-11-10,Administrative Assistant,SVG,Active,Full-Time,Zone C,Part-Time,Admin Offices,General - Con,11-10-1983,MA,Female,Asian,Widowed,Exceeds,3,2023-01-11,5,2,5,2022-08-29,Customer Service,Internal,Passed,4,196.94,36,5
1363,2023-07-28,Accountant I,EW,Active,Full-Time,Zone A,Full-Time,Admin Offices,General - Con,21-04-1982,MA,Female,Asian,Divorced,PIP,3,2023-06-19,5,2,2,2022-12-15,Project Management,Internal,Completed,2,285.83,41,1
1364,2019-04-03,Accountant I,MSC,Active,Contract,Zone C,Temporary,Admin Offices,Finance & Accounting,20-01-1973,MA,Male,White,Divorced,Exceeds,3,2023-05-03,2,2,4,2022-12-28,Project Management,External,Incomplete,4,818.6,46,5
1365,2019-07-24,Accountant I,TNS,Active,Contract,Zone C,Part-Time,Admin Offices,Field Operations,13-07-1982,MA,Male,Hispanic,Widowed,Exceeds,3,2022-10-08,5,1,2,2023-04-10,Leadership Development,External,Incomplete,1,610.97,37,5
1366,2022-04-29,Sr. Network Engineer,PYZ,Active,Contract,Zone B,Temporary,IT/IS,General - Con,15-01-1950,MA,Male,Black,Single,Exceeds,3,2022-08-17,1,4,2,2022-11-18,Technical Skills,Internal,Completed,1,762.83,72,5
1367,2020-10-06,Sr. Network Engineer,WBL,Active,Part-Time,Zone B,Temporary,IT/IS,Executive,12-08-1990,MA,Female,White,Divorced,Exceeds,3,2023-07-20,1,4,3,2022-09-20,Project Management,External,Incomplete,5,438.44,30,5
1368,2020-04-04,Sr. Accountant,PYZ,Active,Part-Time,Zone C,Temporary,Admin Offices,General - Sga,26-08-1993,MA,Female,White,Widowed,Exceeds,3,2022-10-04,2,2,2,2022-10-19,Project Management,Internal,Incomplete,4,271.9,27,5
1369,2021-03-26,Administrative Assistant,CCDR,Active,Contract,Zone C,Full-Time,Sales,Aerial,24-03-1974,MA,Female,Black,Married,Exceeds,3,2023-03-08,2,4,3,2023-01-31,Communication Skills,External,Incomplete,2,629.2,47,5
1370,2022-05-19,Administrative Assistant,SVG,Active,Part-Time,Zone A,Temporary,Admin Offices,General - Con,13-12-1992,MA,Female,Black,Married,Exceeds,3,2023-07-19,1,2,1,2022-09-06,Leadership Development,Internal,Incomplete,1,850.28,30,5
1371,2021-08-28,Accountant I,EW,Active,Contract,Zone A,Part-Time,Admin Offices,Field Operations,07-05-1957,MA,Female,Black,Married,Exceeds,3,2023-05-19,1,1,2,2022-10-01,Leadership Development,External,Passed,1,321.25,64,5
1372,2022-11-24,Accountant I,MSC,Active,Contract,Zone A,Full-Time,Admin Offices,Aerial,19-08-1991,MA,Male,White,Single,Exceeds,3,2023-07-30,3,1,4,2023-06-03,Customer Service,Internal,Passed,1,475.32,31,5
1373,2022-01-12,Accountant I,TNS,Active,Contract,Zone A,Part-Time,Admin Offices,Field Operations,20-04-1986,MA,Male,Other,Divorced,Exceeds,3,2023-06-12,1,2,5,2022-09-08,Leadership Development,External,Failed,4,847.2,36,5
1374,2019-07-07,Sr. Network Engineer,PYZ,Active,Part-Time,Zone B,Temporary,IT/IS,Aerial,12-09-1942,MA,Female,White,Married,Exceeds,3,2023-02-08,5,5,4,2022-10-08,Customer Service,Internal,Completed,1,983.35,77,5
1375,2021-07-14,Sr. Accountant,PYZ,Active,Contract,Zone B,Full-Time,Admin Offices,Technology / It,07-07-1999,MA,Female,Asian,Divorced,Exceeds,3,2022-09-28,1,3,2,2023-06-25,Technical Skills,External,Passed,3,880.9,22,5
1376,2019-12-03,Administrative Assistant,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,08-12-1958,MA,Female,Other,Single,Exceeds,3,2023-06-12,4,3,5,2023-08-02,Customer Service,External,Completed,3,795.72,61,5
1377,2021-03-03,Administrative Assistant,SVG,Active,Part-Time,Zone A,Full-Time,Admin Offices,General - Con,18-05-1968,MA,Female,White,Divorced,Exceeds,3,2023-03-05,5,5,4,2023-06-20,Communication Skills,Internal,Completed,2,909.56,53,5
1378,2022-06-13,Accountant I,EW,Active,Full-Time,Zone C,Part-Time,Admin Offices,Fielders,06-03-1975,MA,Female,White,Married,PIP,3,2023-02-03,1,4,5,2023-01-28,Communication Skills,External,Failed,5,145.7,47,1
1379,2023-01-23,Accountant I,MSC,Active,Part-Time,Zone A,Temporary,Admin Offices,General - Sga,21-10-1984,MA,Male,White,Widowed,Exceeds,3,2023-02-28,5,2,5,2023-03-06,Communication Skills,Internal,Passed,1,397.48,39,5
1380,2020-09-06,Accountant I,TNS,Active,Part-Time,Zone A,Temporary,Admin Offices,Field Operations,04-05-1953,MA,Male,Hispanic,Single,Exceeds,3,2022-12-27,1,1,2,2023-05-26,Communication Skills,External,Failed,3,326.7,67,5
1381,2022-10-17,Sr. Network Engineer,PYZ,Active,Full-Time,Zone A,Temporary,IT/IS,Aerial,01-11-2000,MA,Female,Other,Single,PIP,3,2023-07-10,2,2,1,2022-09-20,Leadership Development,Internal,Failed,4,718.16,22,1
1382,2019-06-07,Sr. Accountant,TNS,Active,Full-Time,Zone B,Part-Time,Admin Offices,Field Operations,16-03-1968,MA,Female,White,Widowed,Exceeds,3,2022-11-30,2,1,1,2023-02-21,Communication Skills,Internal,Passed,5,162.46,51,5
1383,2022-01-28,Sr. Accountant,BPC,Active,Contract,Zone C,Part-Time,Admin Offices,General - Con,10-10-1994,MA,Female,Hispanic,Divorced,Exceeds,3,2022-09-02,4,1,5,2023-01-15,Customer Service,Internal,Completed,3,924.64,28,5
1384,2020-07-01,Administrative Assistant,CCDR,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,12-03-1956,MA,Female,Other,Single,PIP,3,2023-05-05,2,3,4,2022-10-04,Leadership Development,Internal,Passed,4,628.48,64,1
1385,2020-05-30,Administrative Assistant,SVG,Active,Full-Time,Zone C,Part-Time,Admin Offices,Field Operations,09-05-1966,MA,Female,Hispanic,Divorced,PIP,3,2022-09-11,3,1,3,2023-06-27,Communication Skills,Internal,Passed,1,678.07,54,1
1386,2019-10-05,Accountant I,EW,Active,Contract,Zone C,Full-Time,Admin Offices,General - Con,19-08-1976,MA,Female,White,Married,Exceeds,3,2023-03-18,2,4,5,2023-06-29,Technical Skills,External,Passed,1,106.91,43,5
1387,2021-11-06,Accountant I,MSC,Active,Contract,Zone B,Full-Time,Admin Offices,General - Con,27-08-1951,MA,Male,Hispanic,Divorced,PIP,3,2023-03-29,5,1,2,2022-12-20,Communication Skills,External,Incomplete,1,195.95,70,1
1388,2019-05-09,Accountant I,TNS,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,23-12-1970,MA,Female,Black,Single,Exceeds,3,2023-07-15,5,2,4,2023-04-18,Communication Skills,External,Completed,1,918.34,49,5
1389,2019-10-28,Production Technician II,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,Isp,11-11-1962,MA,Male,Hispanic,Widowed,Exceeds,3,2023-02-25,4,4,3,2023-01-16,Communication Skills,External,Incomplete,3,425.34,57,5
1390,2019-01-11,Production Technician I,SVG,Active,Contract,Zone C,Part-Time,Production       ,General - Con,21-12-1955,MA,Male,Asian,Married,Exceeds,3,2023-01-23,2,3,4,2023-03-03,Communication Skills,External,Completed,3,512.53,64,5
1391,2020-04-02,Production Technician I,MSC,Active,Contract,Zone A,Temporary,Production       ,Wireless,18-11-1941,MA,Female,Other,Single,Needs Improvement,3,2022-08-11,4,1,1,2023-02-05,Leadership Development,External,Completed,3,146.48,79,2
1392,2019-06-07,Production Technician I,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,25-02-1955,MA,Female,Hispanic,Widowed,Exceeds,3,2022-09-19,4,4,3,2023-04-20,Leadership Development,External,Completed,3,578.62,64,5
1393,2021-11-22,Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,20-03-1947,MA,Female,Other,Single,Exceeds,3,2023-06-17,4,4,4,2023-04-02,Technical Skills,External,Failed,3,255.61,74,5
1394,2019-01-19,Production Technician I,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,13-05-1943,MA,Male,Black,Married,Exceeds,3,2023-07-07,1,2,2,2023-02-13,Leadership Development,Internal,Passed,5,370.26,76,5
1395,2021-12-17,Production Technician II,SVG,Terminated,Full-Time,Zone C,Part-Time,Production       ,General - Con,14-11-1960,MA,Male,Black,Divorced,Exceeds,3,2023-05-31,4,1,2,2022-12-28,Communication Skills,Internal,Failed,2,302.97,61,5
1396,2019-05-04,Production Technician I,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,General - Eng,07-09-1956,MA,Female,Hispanic,Married,Exceeds,3,2023-07-07,2,1,3,2022-09-13,Communication Skills,Internal,Completed,3,632.28,63,5
1397,2018-12-25,Production Technician I,MSC,Active,Contract,Zone A,Part-Time,Production       ,General - Con,26-02-1981,MA,Male,Other,Single,Exceeds,3,2023-03-31,3,2,3,2023-03-01,Customer Service,Internal,Incomplete,2,669.41,37,5
1398,2021-01-03,Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Splicing,12-12-1972,MA,Female,White,Single,Needs Improvement,3,2023-04-07,1,1,1,2023-01-04,Communication Skills,External,Passed,3,191.99,49,2
1399,2023-06-15,Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,15-12-1977,MA,Female,Other,Widowed,Needs Improvement,3,2023-03-07,1,4,4,2023-05-02,Customer Service,Internal,Incomplete,2,695.11,46,2
1400,2018-08-29,Production Technician II,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,03-04-1955,MA,Female,White,Divorced,Exceeds,3,2023-05-17,2,3,3,2022-08-06,Communication Skills,Internal,Failed,2,634.92,63,5
1401,2019-01-04,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production       ,Splicing,17-08-1967,MA,Male,White,Single,Exceeds,3,2022-11-04,2,5,3,2023-07-03,Communication Skills,Internal,Incomplete,5,873.98,52,5
1402,2021-09-10,Production Technician I,MSC,Active,Full-Time,Zone B,Full-Time,Production       ,General - Sga,12-10-1988,MA,Female,White,Divorced,Exceeds,3,2023-07-13,2,4,4,2022-10-14,Communication Skills,External,Passed,3,602.33,33,5
1403,2021-07-08,Production Technician I,SVG,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,09-12-1944,MA,Female,White,Widowed,Exceeds,3,2022-12-25,1,3,2,2023-06-08,Technical Skills,Internal,Failed,3,807.02,77,5
1404,2018-11-01,Production Technician II,BPC,Terminated,Contract,Zone B,Part-Time,Production       ,Finance & Accounting,06-12-1978,MA,Male,Hispanic,Single,Exceeds,3,2023-02-18,1,2,2,2022-10-02,Project Management,Internal,Completed,4,411.94,40,5
1405,2018-12-08,Production Technician II,PL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,30-03-1977,MA,Female,Other,Single,Exceeds,3,2023-04-29,3,3,3,2022-09-15,Customer Service,External,Completed,4,537.73,41,5
1406,2022-10-25,Production Technician II,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,10-11-1982,MA,Female,Asian,Single,Exceeds,3,2023-05-15,4,1,5,2023-05-03,Technical Skills,Internal,Incomplete,5,930.1,40,5
1407,2023-04-04,Production Technician I,TNS,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,30-03-1983,MA,Male,Hispanic,Married,Exceeds,3,2023-02-16,3,3,1,2022-11-23,Communication Skills,External,Completed,3,249.66,40,5
1408,2021-03-17,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,03-12-1980,MA,Female,Other,Single,Exceeds,3,2023-06-07,3,3,3,2022-12-24,Communication Skills,Internal,Passed,5,691.82,41,5
1409,2019-03-11,Production Technician I,MSC,Terminated,Full-Time,Zone A,Part-Time,Production       ,General - Con,02-04-1981,MA,Female,Other,Widowed,Exceeds,3,2023-05-17,2,2,1,2022-08-23,Customer Service,Internal,Passed,4,938.59,38,5
1410,2022-02-25,Production Technician I,SVG,Active,Contract,Zone C,Temporary,Production       ,Wireline Construction,08-08-1945,MA,Female,White,Widowed,Exceeds,3,2023-04-02,2,2,4,2022-11-25,Project Management,External,Completed,1,746.8,77,5
1411,2019-07-02,Production Technician I,EW,Active,Part-Time,Zone C,Part-Time,Production       ,Aerial,26-05-1980,MA,Female,Hispanic,Married,Exceeds,3,2023-06-25,5,4,5,2022-12-14,Technical Skills,External,Incomplete,1,690.75,39,5
1412,2019-06-20,Production Technician I,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,19-09-1982,MA,Female,White,Widowed,Exceeds,3,2023-06-16,4,3,5,2022-08-24,Project Management,External,Incomplete,4,544.19,37,5
1413,2019-09-27,Production Technician I,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Finance & Accounting,12-03-1943,MA,Male,Black,Widowed,Needs Improvement,3,2022-10-31,4,3,2,2023-02-17,Technical Skills,Internal,Completed,5,918.34,76,2
1414,2022-11-15,Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Production       ,Aerial,03-06-1966,MA,Male,Asian,Married,Exceeds,3,2022-08-13,1,4,4,2023-01-21,Customer Service,Internal,Failed,3,997.2,56,5
1415,2020-08-22,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,14-08-1977,MA,Male,Asian,Divorced,Exceeds,3,2022-09-16,2,2,1,2022-12-28,Customer Service,Internal,Incomplete,3,633.96,43,5
1416,2020-04-09,Production Technician I,EW,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,12-09-1953,MA,Male,Asian,Widowed,Exceeds,3,2023-05-11,5,4,3,2022-10-27,Customer Service,External,Passed,2,638.69,67,5
1417,2021-03-30,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,02-02-1949,MA,Female,Other,Single,Exceeds,3,2022-12-31,3,5,2,2023-01-05,Project Management,Internal,Passed,1,643.82,72,5
1418,2018-09-26,Production Technician I,NEL,Active,Part-Time,Zone C,Temporary,Production       ,Wireline Construction,30-12-2000,MA,Female,Other,Married,Needs Improvement,3,2022-11-25,2,1,3,2023-06-24,Project Management,External,Failed,1,840.76,18,2
1419,2023-05-22,Production Technician I,PL,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,11-01-1984,MA,Female,Other,Divorced,Exceeds,3,2023-02-11,4,2,1,2023-04-13,Leadership Development,Internal,Passed,1,108.04,39,5
1420,2021-06-04,Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,29-12-1950,MA,Female,White,Divorced,Exceeds,3,2023-06-12,1,2,4,2023-02-16,Communication Skills,Internal,Completed,5,889.57,71,5
1421,2019-10-22,Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production       ,General - Con,30-11-1948,MA,Female,Other,Married,Exceeds,3,2022-09-03,3,5,5,2022-12-08,Customer Service,Internal,Completed,5,835.97,71,5
1423,2022-06-25,Production Technician I,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,Aerial,12-03-1992,MA,Female,White,Single,Needs Improvement,3,2023-03-23,2,5,5,2023-03-15,Communication Skills,Internal,Passed,3,255.55,30,2
1425,2019-08-04,Production Technician I,CCDR,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,21-06-1942,MA,Female,Black,Single,Needs Improvement,3,2022-09-06,2,3,1,2023-03-13,Technical Skills,Internal,Failed,1,850.15,77,2
1426,2022-03-08,Production Technician I,EW,Terminated,Full-Time,Zone A,Full-Time,Production       ,General - Con,19-07-2000,MA,Female,Hispanic,Widowed,Exceeds,3,2023-07-11,4,5,5,2022-12-02,Project Management,External,Completed,3,938.04,22,5
1427,2019-02-22,Production Technician II,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,Engineers,09-05-1953,MA,Male,Asian,Divorced,Needs Improvement,3,2023-02-09,1,2,3,2023-04-25,Project Management,External,Passed,1,684.24,66,2
1428,2022-12-08,Production Technician II,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Executive,26-02-1970,MA,Male,White,Divorced,Exceeds,3,2023-06-04,3,5,2,2022-08-30,Technical Skills,Internal,Failed,5,956.11,52,5
1429,2019-11-22,Production Technician II,EW,Terminated,Contract,Zone B,Temporary,Production       ,Field Operations,02-09-1944,MA,Female,Hispanic,Divorced,Exceeds,3,2023-03-23,1,4,3,2022-11-26,Communication Skills,External,Failed,4,441.43,75,5
1430,2023-02-13,Production Technician II,MSC,Terminated,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),19-01-1959,MA,Female,Asian,Single,Needs Improvement,3,2022-09-15,2,2,2,2022-08-26,Leadership Development,External,Passed,4,193.99,64,2
1431,2019-03-15,Production Technician II,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,31-10-1951,MA,Female,Black,Widowed,Exceeds,3,2022-10-28,2,1,1,2022-10-15,Technical Skills,External,Failed,3,790.72,68,5
1432,2019-07-18,Production Technician II,PYZ,Active,Contract,Zone A,Part-Time,Production       ,Project Management - Con,29-07-1991,MA,Male,White,Married,Exceeds,3,2022-10-13,4,3,4,2022-08-06,Communication Skills,Internal,Completed,4,894.75,28,5
1433,2021-04-09,Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,25-08-1995,MA,Female,White,Widowed,Needs Improvement,3,2022-08-06,5,1,3,2022-09-18,Customer Service,Internal,Passed,4,863.73,26,2
1434,2018-12-30,Production Technician I,EW,Active,Part-Time,Zone C,Part-Time,Production       ,Splicing,28-12-1986,MA,Female,White,Divorced,Exceeds,3,2022-10-21,1,2,3,2023-04-27,Project Management,External,Incomplete,2,746.99,32,5
1435,2021-07-30,Production Technician I,MSC,Active,Contract,Zone C,Temporary,Production       ,Field Operations,29-11-1998,MA,Female,Hispanic,Single,Exceeds,3,2023-03-23,4,2,3,2022-09-21,Leadership Development,Internal,Passed,4,360.38,23,5
1436,2022-10-28,Production Technician I,TNS,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,27-05-1989,MA,Male,Hispanic,Married,Needs Improvement,3,2023-07-09,1,2,2,2022-08-26,Technical Skills,Internal,Incomplete,1,298.3,33,2
1437,2020-10-29,Production Technician I,PYZ,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,25-06-1996,MA,Male,Asian,Single,Exceeds,3,2023-01-06,4,5,5,2022-12-28,Leadership Development,External,Passed,3,537.12,24,5
1438,2023-03-17,Production Technician I,WBL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,16-12-1977,MA,Male,Asian,Married,Exceeds,3,2023-01-21,1,4,1,2023-05-12,Customer Service,External,Passed,2,996.18,46,5
1439,2022-07-20,Production Technician I,NEL,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,24-01-1988,MA,Female,Asian,Widowed,Needs Improvement,3,2022-11-29,3,1,3,2023-06-20,Communication Skills,Internal,Completed,4,764.43,34,2
1440,2023-08-04,Production Technician I,PL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,21-02-1997,MA,Female,Hispanic,Single,Needs Improvement,3,2022-11-02,3,1,4,2022-11-13,Communication Skills,External,Failed,5,490.33,26,2
1441,2021-11-26,Production Technician I,BPC,Active,Contract,Zone A,Temporary,Production       ,Field Operations,16-03-1982,MA,Female,Hispanic,Married,Needs Improvement,3,2023-04-07,1,1,5,2022-10-23,Customer Service,Internal,Incomplete,4,758.41,39,2
1442,2018-09-27,Production Technician I,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Safety,10-07-1993,MA,Female,Black,Single,Needs Improvement,3,2023-01-11,2,4,2,2023-02-21,Technical Skills,External,Incomplete,3,367.56,25,2
1443,2019-08-04,Production Technician I,SVG,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,25-02-1960,MA,Female,White,Divorced,Needs Improvement,3,2023-06-12,5,2,3,2023-05-03,Leadership Development,Internal,Failed,5,582.49,59,2
1444,2019-10-03,Production Technician I,EW,Active,Contract,Zone C,Part-Time,Production       ,General - Con,21-02-1972,MA,Female,White,Divorced,Needs Improvement,3,2022-12-21,5,5,3,2023-01-30,Leadership Development,External,Incomplete,2,561.14,47,2
1448,2020-09-13,Production Technician I,WBL,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,13-08-1976,MA,Female,Other,Single,Needs Improvement,3,2022-10-23,1,1,3,2022-08-06,Leadership Development,Internal,Failed,5,151.43,44,2
1449,2022-11-15,Production Technician II,PL,Active,Part-Time,Zone B,Temporary,Production       ,General - Sga,14-09-1965,MA,Male,Other,Divorced,Needs Improvement,3,2022-08-11,4,2,2,2022-10-09,Customer Service,Internal,Passed,5,675.71,57,2
1450,2020-02-07,Production Technician II,PYZ,Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,20-02-1958,MA,Male,White,Single,Needs Improvement,3,2023-04-22,5,1,2,2023-06-23,Project Management,Internal,Incomplete,5,436.63,62,2
1451,2022-12-31,Production Technician II,SVG,Active,Part-Time,Zone A,Part-Time,Production       ,Splicing,20-12-1944,MA,Female,Hispanic,Widowed,Needs Improvement,3,2022-12-27,4,3,4,2022-10-25,Communication Skills,External,Completed,2,387.11,78,2
1452,2019-03-26,Production Technician II,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,29-03-1953,MA,Female,White,Single,Needs Improvement,3,2022-08-14,4,4,5,2022-09-04,Technical Skills,Internal,Passed,4,320.38,66,2
1453,2023-03-22,Production Technician II,WBL,Active,Full-Time,Zone C,Temporary,Production       ,Engineers,20-08-1990,MA,Male,Black,Single,Needs Improvement,3,2022-09-12,1,5,1,2023-04-05,Technical Skills,Internal,Passed,2,294.55,33,2
1454,2022-12-23,Production Technician II,WBL,Terminated,Full-Time,Zone C,Temporary,Production       ,General - Con,12-03-1977,MA,Male,Hispanic,Married,Needs Improvement,3,2023-07-28,2,2,1,2022-12-14,Customer Service,External,Completed,1,832.86,45,2
1455,2019-12-27,Production Technician I,PL,Active,Contract,Zone C,Full-Time,Production       ,General - Sga,19-03-1995,MA,Female,Other,Widowed,Needs Improvement,3,2023-07-04,2,2,4,2023-05-15,Leadership Development,Internal,Passed,5,223.34,24,2
1456,2019-06-25,Production Technician I,PYZ,Active,Full-Time,Zone B,Full-Time,Production       ,Engineers,08-10-1956,MA,Female,Hispanic,Married,Exceeds,3,2022-08-31,2,1,5,2022-09-30,Customer Service,External,Incomplete,3,456.95,63,5
1457,2018-11-23,Production Technician I,SVG,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,03-08-1977,MA,Female,Other,Married,Exceeds,3,2023-07-02,2,1,1,2023-05-11,Project Management,External,Passed,5,988.47,41,5
1458,2021-01-17,Production Technician I,TNS,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,19-03-1994,MA,Female,Hispanic,Single,Exceeds,3,2023-02-06,2,2,4,2023-05-22,Technical Skills,External,Incomplete,1,429.49,27,5
1459,2021-09-08,Production Technician I,WBL,Active,Contract,Zone C,Temporary,Production       ,Engineers,12-08-1946,MA,Male,Black,Single,Exceeds,3,2022-09-10,5,2,5,2022-10-18,Project Management,Internal,Failed,3,798.97,75,5
1460,2021-02-24,Production Technician I,BPC,Active,Full-Time,Zone A,Temporary,Production       ,Wireline Construction,29-05-1955,MA,Male,Other,Divorced,Exceeds,3,2023-02-23,2,3,1,2023-03-06,Customer Service,Internal,Incomplete,2,864.22,66,5
1461,2019-04-12,Production Technician I,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,03-03-2001,MA,Female,Asian,Widowed,Exceeds,3,2023-04-09,1,1,2,2023-06-01,Communication Skills,Internal,Passed,1,302.52,18,5
1462,2023-07-13,Production Technician I,EW,Active,Contract,Zone C,Temporary,Production       ,Fielders,07-03-1960,MA,Female,Other,Widowed,Exceeds,3,2022-08-31,4,5,5,2023-02-02,Leadership Development,External,Completed,4,152.66,63,5
1463,2020-10-05,Production Technician I,MSC,Active,Contract,Zone C,Temporary,Production       ,Field Operations,28-11-1975,MA,Female,Hispanic,Divorced,Exceeds,3,2023-03-13,5,4,5,2023-04-14,Customer Service,Internal,Completed,2,399.05,45,5
1464,2019-01-27,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Sga,01-10-1957,MA,Female,Asian,Married,Exceeds,3,2023-07-04,2,5,1,2023-06-25,Customer Service,Internal,Completed,2,791.74,62,5
1465,2020-12-17,Production Technician I,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Technology / It,22-06-1958,MA,Female,Other,Single,Exceeds,3,2023-06-02,1,1,3,2022-12-06,Leadership Development,External,Incomplete,4,770.23,62,5
